E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	E26	E27	E28	E29	E30	E31	E32	E33	E34	E35	E36	E37	E38	E39	E40	E41	E42	E43	E44	E45	E46	E47	E48	E49	E50	E51	E52	E53	E54	E55	E56	E57	E58	E59	E60	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	EQ	SQ	accuracy	gender	age
2	1	3	2	4	2	4	3	1	4	1	3	4	3	3	4	2	1	2	4	2	2	2	1	4	1	2	4	1	4	3	2	4	1	1	2	4	4	2	2	4	1	1	4	2	3	3	3	4	4	1	4	4	4	4	1	1	4	4	2	2	1	3	2	4	2	4	3	1	4	1	3	4	3	3	4	2	1	2	4	2	2	2	1	4	1	2	4	1	4	3	2	4	1	1	2	4	4	2	2	4	1	1	4	2	3	3	3	4	4	1	4	4	4	4	1	1	4	4	2	19	52	100	1	39
2	1	4	3	3	2	1	3	1	4	3	4	2	3	3	4	4	2	4	2	1	4	2	1	2	3	1	3	2	4	2	2	2	2	2	3	2	2	4	4	1	3	4	3	3	3	2	2	2	2	2	4	2	2	2	4	3	3	3	2	2	1	4	3	3	2	1	3	1	4	3	4	2	3	3	4	4	2	4	2	1	4	2	1	2	3	1	3	2	4	2	2	2	2	2	3	2	2	4	4	1	3	4	3	3	3	2	2	2	2	2	4	2	2	2	4	3	3	3	2	38	19	90	2	34
2	2	3	3	2	2	2	3	3	4	4	2	1	3	2	2	2	2	4	2	1	2	1	3	3	2	2	3	1	2	3	1	1	1	2	2	1	1	2	3	2	2	2	3	2	3	2	4	1	3	2	3	4	1	4	4	3	3	4	1	2	2	3	3	2	2	2	3	3	4	4	2	1	3	2	2	2	2	4	2	1	2	1	3	3	2	2	3	1	2	3	1	1	1	2	2	1	1	2	3	2	2	2	3	2	3	2	4	1	3	2	3	4	1	4	4	3	3	4	1	49	27	98	2	35
2	2	4	1	1	3	2	3	1	1	4	2	2	1	1	4	3	4	1	1	1	4	2	4	1	2	4	2	1	2	2	2	2	3	3	1	2	4	3	3	1	3	2	4	4	1	3	1	2	3	4	2	1	3	1	3	2	3	4	3	2	2	4	1	1	3	2	3	1	1	4	2	2	1	1	4	3	4	1	1	1	4	2	4	1	2	4	2	1	2	2	2	2	3	3	1	2	4	3	3	1	3	2	4	4	1	3	1	2	3	4	2	1	3	1	3	2	3	4	3	12	11	94	2	13
1	2	3	4	1	3	3	3	3	3	4	4	2	2	1	4	3	4	1	1	3	1	2	4	3	3	1	3	1	1	3	2	2	1	4	3	3	3	3	4	2	4	2	2	4	3	1	1	3	2	3	3	1	3	1	4	3	0	3	3	1	2	3	4	1	3	3	3	3	3	4	4	2	2	1	4	3	4	1	1	3	1	2	4	3	3	1	3	1	1	3	2	2	1	4	3	3	3	3	4	2	4	2	2	4	3	1	1	3	2	3	3	1	3	1	4	3	0	3	3	56	9	80	2	52
4	3	3	2	3	3	3	3	3	3	3	3	2	3	1	4	1	3	3	3	3	4	3	2	2	3	3	2	3	3	3	2	2	3	3	2	1	3	3	3	3	3	3	3	2	2	2	3	1	2	2	4	2	3	3	3	3	4	3	3	4	3	3	2	3	3	3	3	3	3	3	3	2	3	1	4	1	3	3	3	3	4	3	2	2	3	3	2	3	3	3	2	2	3	3	2	1	3	3	3	3	3	3	3	2	2	2	3	1	2	2	4	2	3	3	3	3	4	3	3	28	18	80	1	40
3	3	4	2	2	3	2	2	2	3	3	2	4	2	3	3	3	2	3	2	3	3	2	2	2	3	2	3	3	3	2	2	2	2	3	3	2	3	2	3	3	3	3	4	2	4	2	3	2	3	3	2	3	2	3	3	2	3	3	2	3	3	4	2	2	3	2	2	2	3	3	2	4	2	3	3	3	2	3	2	3	3	2	2	2	3	2	3	3	3	2	2	2	2	3	3	2	3	2	3	3	3	3	4	2	4	2	3	2	3	3	2	3	2	3	3	2	3	3	2	42	22	70	2	17
3	1	3	2	1	3	1	2	3	1	3	4	2	1	1	3	4	3	3	1	3	4	2	4	2	2	3	4	1	2	1	4	1	1	3	3	3	4	3	4	1	4	3	4	4	4	3	2	1	4	4	2	3	2	1	3	3	2	2	4	3	1	3	2	1	3	1	2	3	1	3	4	2	1	1	3	4	3	3	1	3	4	2	4	2	2	3	4	1	2	1	4	1	1	3	3	3	4	3	4	1	4	3	4	4	4	3	2	1	4	4	2	3	2	1	3	3	2	2	4	53	10	99	2	20
1	1	3	1	1	2	1	4	2	4	2	2	2	2	1	4	2	4	1	1	1	3	4	3	1	4	3	4	1	4	4	2	1	1	4	3	1	1	2	3	1	4	4	4	3	4	3	1	1	2	2	4	3	4	1	4	4	4	4	4	1	1	3	1	1	2	1	4	2	4	2	2	2	2	1	4	2	4	1	1	1	3	4	3	1	4	3	4	1	4	4	2	1	1	4	3	1	1	2	3	1	4	4	4	3	4	3	1	1	2	2	4	3	4	1	4	4	4	4	4	43	12	90	2	47
3	1	2	1	2	1	1	4	1	3	4	1	2	1	3	2	4	1	1	1	2	3	2	1	1	1	1	2	1	3	2	2	2	2	4	2	3	2	2	2	4	2	2	4	3	3	2	2	2	2	2	2	3	3	3	2	3	3	3	3	3	1	2	1	2	1	1	4	1	3	4	1	2	1	3	2	4	1	1	1	2	3	2	1	1	1	1	2	1	3	2	2	2	2	4	2	3	2	2	2	4	2	2	4	3	3	2	2	2	2	2	2	3	3	3	2	3	3	3	3	58	29	100	2	25
1	1	4	1	1	1	3	4	4	3	4	1	2	1	2	3	3	1	1	3	1	3	4	1	2	4	2	4	1	1	1	1	1	3	3	4	1	4	3	1	1	1	2	3	3	1	1	1	4	2	4	4	4	3	2	2	4	2	3	2	1	1	4	1	1	1	3	4	4	3	4	1	2	1	2	3	3	1	1	3	1	3	4	1	2	4	2	4	1	1	1	1	1	3	3	4	1	4	3	1	1	1	2	3	3	1	1	1	4	2	4	4	4	3	2	2	4	2	3	2	38	25	100	2	56
2	2	4	2	4	2	1	3	3	3	2	1	2	4	1	2	1	2	2	4	1	1	1	4	3	3	3	3	1	1	4	1	3	1	2	4	1	2	4	2	1	1	1	2	4	2	1	2	1	2	1	1	3	1	3	2	2	4	4	2	2	2	4	2	4	2	1	3	3	3	2	1	2	4	1	2	1	2	2	4	1	1	1	4	3	3	3	3	1	1	4	1	3	1	2	4	1	2	4	2	1	1	1	2	4	2	1	2	1	2	1	1	3	1	3	2	2	4	4	2	56	27	95	2	41
3	2	2	4	3	2	1	4	1	4	3	1	4	4	2	4	4	2	1	2	3	1	1	4	3	2	2	3	1	4	3	1	2	1	1	1	3	1	1	4	3	2	3	4	2	4	1	1	3	1	2	1	3	3	3	1	3	4	4	2	3	2	2	4	3	2	1	4	1	4	3	1	4	4	2	4	4	2	1	2	3	1	1	4	3	2	2	3	1	4	3	1	2	1	1	1	3	1	1	4	3	2	3	4	2	4	1	1	3	1	2	1	3	3	3	1	3	4	4	2	59	34	100	3	45
2	2	3	2	3	4	1	4	3	2	2	2	2	2	4	4	2	3	2	2	4	3	2	1	1	4	1	2	3	3	2	3	3	4	2	3	2	1	2	1	3	4	2	4	1	2	2	2	4	2	2	4	2	3	3	2	2	2	3	3	2	2	3	2	3	4	1	4	3	2	2	2	2	2	4	4	2	3	2	2	4	3	2	1	1	4	1	2	3	3	2	3	3	4	2	3	2	1	2	1	3	4	2	4	1	2	2	2	4	2	2	4	2	3	3	2	2	2	3	3	31	32	100	1	55
2	1	1	3	4	3	1	4	1	3	1	1	3	1	3	4	3	3	3	4	3	2	2	4	3	3	3	2	2	4	4	1	4	3	1	2	3	3	4	3	3	4	1	4	3	2	1	3	1	4	2	4	3	2	3	2	2	4	4	2	2	1	1	3	4	3	1	4	1	3	1	1	3	1	3	4	3	3	3	4	3	2	2	4	3	3	3	2	2	4	4	1	4	3	1	2	3	3	4	3	3	4	1	4	3	2	1	3	1	4	2	4	3	2	3	2	2	4	4	2	22	37	90	1	40
3	1	2	4	2	2	2	4	3	4	2	3	4	3	1	4	2	3	3	1	3	3	1	4	1	2	4	2	2	1	4	1	2	4	3	1	2	1	2	3	1	4	1	4	4	4	3	2	2	4	4	4	2	2	2	4	4	4	4	2	3	1	2	4	2	2	2	4	3	4	2	3	4	3	1	4	2	3	3	1	3	3	1	4	1	2	4	2	2	1	4	1	2	4	3	1	2	1	2	3	1	4	1	4	4	4	3	2	2	4	4	4	2	2	2	4	4	4	4	2	36	23	95	2	45
1	2	2	2	3	3	3	4	3	3	2	3	3	3	3	3	3	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	3	2	3	2	2	3	3	3	4	2	3	3	2	3	2	3	3	3	2	1	2	2	2	3	3	3	4	3	3	2	3	3	3	3	3	3	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	3	2	3	2	2	3	3	3	4	2	3	3	2	3	2	3	3	3	2	34	28	75	1	53
3	2	2	2	2	1	1	2	2	3	3	3	3	2	3	3	2	2	3	4	1	2	3	2	3	2	1	3	2	4	2	1	3	3	2	1	4	2	2	2	4	3	3	3	3	4	2	2	4	4	1	2	2	2	3	3	2	3	4	3	3	2	2	2	2	1	1	2	2	3	3	3	3	2	3	3	2	2	3	4	1	2	3	2	3	2	1	3	2	4	2	1	3	3	2	1	4	2	2	2	4	3	3	3	3	4	2	2	4	4	1	2	2	2	3	3	2	3	4	3	39	33	90	2	21
3	1	4	2	4	3	3	3	3	4	1	1	4	3	4	2	4	2	3	4	3	4	2	1	1	2	3	4	3	4	2	1	4	4	2	3	4	2	3	1	3	4	2	4	2	3	2	3	3	3	1	1	3	2	3	1	1	4	4	2	3	1	4	2	4	3	3	3	3	4	1	1	4	3	4	2	4	2	3	4	3	4	2	1	1	2	3	4	3	4	2	1	4	4	2	3	4	2	3	1	3	4	2	4	2	3	2	3	3	3	1	1	3	2	3	1	1	4	4	2	42	52	99	1	19
2	1	4	1	2	4	2	4	3	2	3	2	4	1	2	3	1	3	2	2	3	3	2	2	2	1	3	3	1	3	1	2	4	2	3	3	2	3	3	2	3	3	2	4	2	4	2	2	2	3	3	4	3	2	2	2	3	2	4	3	2	1	4	1	2	4	2	4	3	2	3	2	4	1	2	3	1	3	2	2	3	3	2	2	2	1	3	3	1	3	1	2	4	2	3	3	2	3	3	2	3	3	2	4	2	4	2	2	2	3	3	4	3	2	2	2	3	2	4	3	39	21	88	2	14
3	1	3	3	4	2	3	2	2	2	2	1	3	4	3	4	1	3	3	3	1	3	3	2	3	2	1	2	1	3	2	1	2	2	2	1	3	1	3	3	2	3	2	4	2	2	4	4	3	4	2	3	3	3	3	3	2	4	3	2	3	1	3	3	4	2	3	2	2	2	2	1	3	4	3	4	1	3	3	3	1	3	3	2	3	2	1	2	1	3	2	1	2	2	2	1	3	1	3	3	2	3	2	4	2	2	4	4	3	4	2	3	3	3	3	3	2	4	3	2	15	37	98	1	55
2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	4	3	2	2	3	3	3	2	2	2	3	2	2	2	3	2	3	2	2	2	2	3	3	3	1	2	2	2	2	3	2	2	2	2	3	2	3	3	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	4	3	2	2	3	3	3	2	2	2	3	2	2	2	3	2	3	2	2	2	2	3	3	3	1	2	2	2	2	3	2	2	2	2	3	2	3	3	3	38	10	90	2	48
4	3	3	3	2	2	1	3	3	3	1	4	3	1	2	3	2	2	2	2	3	1	3	1	4	4	2	4	1	3	2	4	2	1	2	1	1	2	2	3	1	4	2	3	1	2	2	1	1	2	4	3	1	2	1	4	3	4	2	3	4	3	3	3	2	2	1	3	3	3	1	4	3	1	2	3	2	2	2	2	3	1	3	1	4	4	2	4	1	3	2	4	2	1	2	1	1	2	2	3	1	4	2	3	1	2	2	1	1	2	4	3	1	2	1	4	3	4	2	3	31	20	98	2	33
2	1	2	1	4	2	1	2	2	3	2	2	2	1	1	1	2	2	2	4	3	2	1	4	3	3	2	1	1	0	4	4	3	2	2	3	2	2	3	3	1	1	1	3	3	2	2	1	1	4	3	1	3	2	3	1	3	1	4	2	2	1	2	1	4	2	1	2	2	3	2	2	2	1	1	1	2	2	2	4	3	2	1	4	3	3	2	1	1	0	4	4	3	2	2	3	2	2	3	3	1	1	1	3	3	2	2	1	1	4	3	1	3	2	3	1	3	1	4	2	45	24	90	2	24
4	1	3	4	3	2	1	2	2	4	3	2	2	2	1	4	2	1	4	4	1	3	1	2	2	2	2	3	1	3	2	2	3	2	2	3	2	3	1	3	2	3	1	4	2	4	2	2	2	3	2	1	3	1	3	2	2	4	4	2	4	1	3	4	3	2	1	2	2	4	3	2	2	2	1	4	2	1	4	4	1	3	1	2	2	2	2	3	1	3	2	2	3	2	2	3	2	3	1	3	2	3	1	4	2	4	2	2	2	3	2	1	3	1	3	2	2	4	4	2	51	33	100	3	25
4	1	2	2	3	1	2	2	4	4	1	3	3	2	1	3	3	2	1	3	3	3	2	2	3	1	4	2	3	4	2	3	1	4	4	4	3	3	3	1	2	2	2	4	3	1	4	3	2	4	1	1	4	4	4	2	3	2	3	2	4	1	2	2	3	1	2	2	4	4	1	3	3	2	1	3	3	2	1	3	3	3	2	2	3	1	4	2	3	4	2	3	1	4	4	4	3	3	3	1	2	2	2	4	3	1	4	3	2	4	1	1	4	4	4	2	3	2	3	2	25	37	85	1	22
3	2	4	1	3	3	2	3	3	2	2	3	2	2	3	2	2	3	3	2	1	4	2	2	1	3	1	3	1	4	4	1	3	3	3	3	2	1	3	3	2	3	2	4	2	4	2	2	1	3	2	3	3	3	3	3	3	3	3	2	3	2	4	1	3	3	2	3	3	2	2	3	2	2	3	2	2	3	3	2	1	4	2	2	1	3	1	3	1	4	4	1	3	3	3	3	2	1	3	3	2	3	2	4	2	4	2	2	1	3	2	3	3	3	3	3	3	3	3	2	57	23	90	2	58
2	2	3	2	3	3	2	3	3	3	2	2	3	2	2	3	3	2	3	3	2	3	3	1	2	3	2	3	2	3	2	3	3	2	2	3	2	3	3	3	2	3	2	2	3	3	2	2	2	2	2	3	3	2	3	3	2	3	3	3	2	2	3	2	3	3	2	3	3	3	2	2	3	2	2	3	3	2	3	3	2	3	3	1	2	3	2	3	2	3	2	3	3	2	2	3	2	3	3	3	2	3	2	2	3	3	2	2	2	2	2	3	3	2	3	3	2	3	3	3	37	18	90	1	30
4	2	3	1	4	1	1	2	3	3	1	4	4	2	4	4	2	3	4	4	1	2	1	1	4	1	1	1	2	4	1	1	4	2	1	1	3	1	3	1	4	3	1	4	1	2	3	2	3	2	1	1	3	3	4	1	1	3	4	1	4	2	3	1	4	1	1	2	3	3	1	4	4	2	4	4	2	3	4	4	1	2	1	1	4	1	1	1	2	4	1	1	4	2	1	1	3	1	3	1	4	3	1	4	1	2	3	2	3	2	1	1	3	3	4	1	1	3	4	1	11	61	95	2	34
2	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	2	2	3	3	3	2	2	2	2	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	2	2	3	2	3	3	3	3	2	2	4	3	2	2	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	2	2	3	3	3	2	2	2	2	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	2	2	3	2	3	3	3	3	2	2	4	3	2	17	27	100	2	14
2	1	3	4	2	0	1	3	2	1	2	4	4	1	1	4	4	2	2	4	1	4	3	2	4	3	3	3	2	2	3	1	2	2	3	1	3	3	4	3	2	4	4	2	4	4	1	2	2	2	3	2	3	3	2	1	1	4	4	2	2	1	3	4	2	0	1	3	2	1	2	4	4	1	1	4	4	2	2	4	1	4	3	2	4	3	3	3	2	2	3	1	2	2	3	1	3	3	4	3	2	4	4	2	4	4	1	2	2	2	3	2	3	3	2	1	1	4	4	2	18	20	95	1	2
2	1	3	2	2	4	3	2	3	2	2	3	1	3	2	3	2	2	2	3	3	3	3	3	2	3	3	2	1	3	3	3	1	3	3	3	2	3	2	2	1	3	3	4	3	2	3	1	1	2	4	3	2	2	2	3	2	2	2	3	2	1	3	2	2	4	3	2	3	2	2	3	1	3	2	3	2	2	2	3	3	3	3	3	2	3	3	2	1	3	3	3	1	3	3	3	2	3	2	2	1	3	3	4	3	2	3	1	1	2	4	3	2	2	2	3	2	2	2	3	35	11	85	1	40
3	3	4	2	4	4	2	3	4	1	1	2	4	1	1	1	3	2	1	4	3	4	4	2	4	4	4	3	1	1	1	1	4	1	2	1	1	3	4	4	3	4	1	4	4	4	4	1	4	4	4	4	1	1	3	4	2	4	2	4	3	3	4	2	4	4	2	3	4	1	1	2	4	1	1	1	3	2	1	4	3	4	4	2	4	4	4	3	1	1	1	1	4	1	2	1	1	3	4	4	3	4	1	4	4	4	4	1	4	4	4	4	1	1	3	4	2	4	2	4	43	30	100	2	23
1	1	4	4	4	4	1	3	1	1	2	1	4	3	1	4	1	1	1	4	1	4	4	1	2	4	3	1	1	1	1	1	2	1	4	1	1	4	4	1	1	1	4	1	1	1	1	1	4	3	1	1	2	2	4	4	4	4	4	4	1	1	4	4	4	4	1	3	1	1	2	1	4	3	1	4	1	1	1	4	1	4	4	1	2	4	3	1	1	1	1	1	2	1	4	1	1	4	4	1	1	1	4	1	1	1	1	1	4	3	1	1	2	2	4	4	4	4	4	4	63	31	100	1	43
3	1	3	3	4	1	1	1	1	3	3	1	3	1	4	4	3	3	1	4	1	4	1	2	4	1	3	3	1	4	2	1	4	3	3	1	3	1	2	2	4	3	1	3	2	1	4	3	4	4	1	2	2	4	3	3	2	4	3	3	3	1	3	3	4	1	1	1	1	3	3	1	3	1	4	4	3	3	1	4	1	4	1	2	4	1	3	3	1	4	2	1	4	3	3	1	3	1	2	2	4	3	1	3	2	1	4	3	4	4	1	2	2	4	3	3	2	4	3	3	10	45	75	1	25
4	2	4	1	2	2	1	4	2	2	2	4	3	3	1	3	1	2	3	3	3	4	2	2	3	1	4	4	1	3	2	3	3	2	3	1	3	3	1	4	3	2	1	4	3	4	2	4	3	3	2	1	3	2	3	3	3	4	2	2	4	2	4	1	2	2	1	4	2	2	2	4	3	3	1	3	1	2	3	3	3	4	2	2	3	1	4	4	1	3	2	3	3	2	3	1	3	3	1	4	3	2	1	4	3	4	2	4	3	3	2	1	3	2	3	3	3	4	2	2	50	29	97	3	15
2	2	3	2	3	3	2	3	2	2	3	3	2	3	2	3	2	2	3	3	2	2	3	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	3	3	2	3	2	4	3	2	3	2	2	1	2	3	2	2	2	3	3	2	3	3	2	2	3	2	3	3	2	3	2	2	3	3	2	3	2	3	2	2	3	3	2	2	3	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	3	3	2	3	2	4	3	2	3	2	2	1	2	3	2	2	2	3	3	2	3	3	30	15	98	1	44
1	1	3	1	1	3	1	3	1	4	2	4	3	1	2	3	1	4	4	2	2	4	4	2	2	4	3	3	2	4	2	1	1	3	4	1	3	4	3	3	1	4	1	4	4	3	1	1	1	1	4	2	2	2	2	4	3	4	4	4	1	1	3	1	1	3	1	3	1	4	2	4	3	1	2	3	1	4	4	2	2	4	4	2	2	4	3	3	2	4	2	1	1	3	4	1	3	4	3	3	1	4	1	4	4	3	1	1	1	1	4	2	2	2	2	4	3	4	4	4	58	16	90	2	18
3	1	3	3	3	3	1	2	3	4	1	1	1	1	3	4	1	2	3	3	3	4	2	2	1	3	1	3	2	4	2	1	3	3	2	3	3	3	3	1	2	1	4	3	3	1	1	2	3	4	2	2	3	3	2	2	3	4	4	3	3	1	3	3	3	3	1	2	3	4	1	1	1	1	3	4	1	2	3	3	3	4	2	2	1	3	1	3	2	4	2	1	3	3	2	3	3	3	3	1	2	1	4	3	3	1	1	2	3	4	2	2	3	3	2	2	3	4	4	3	22	29	90	2	35
2	1	3	3	2	2	1	4	1	3	3	4	2	3	1	4	1	1	2	3	3	4	4	1	2	1	2	3	2	2	1	1	4	2	1	4	3	1	4	1	2	1	1	3	1	3	2	2	4	4	1	1	3	1	3	1	3	4	3	2	2	1	3	3	2	2	1	4	1	3	3	4	2	3	1	4	1	1	2	3	3	4	4	1	2	1	2	3	2	2	1	1	4	2	1	4	3	1	4	1	2	1	1	3	1	3	2	2	4	4	1	1	3	1	3	1	3	4	3	2	26	36	75	2	54
2	2	3	2	4	3	3	3	2	4	1	2	4	4	4	3	3	1	2	4	4	4	1	1	2	2	4	2	3	2	2	1	4	2	2	3	3	2	2	1	4	3	1	3	3	4	1	2	3	3	1	3	2	3	2	3	1	4	3	4	2	2	3	2	4	3	3	3	2	4	1	2	4	4	4	3	3	1	2	4	4	4	1	1	2	2	4	2	3	2	2	1	4	2	2	3	3	2	2	1	4	3	1	3	3	4	1	2	3	3	1	3	2	3	2	3	1	4	3	4	35	41	75	1	21
2	1	2	2	1	2	1	2	1	4	3	2	2	2	1	1	2	2	3	2	2	1	1	1	3	2	2	1	1	3	1	1	1	3	2	3	1	3	2	4	1	2	3	4	2	3	2	2	1	1	3	1	1	1	1	2	4	1	4	3	2	1	2	2	1	2	1	2	1	4	3	2	2	2	1	1	2	2	3	2	2	1	1	1	3	2	2	1	1	3	1	1	1	3	2	3	1	3	2	4	1	2	3	4	2	3	2	2	1	1	3	1	1	1	1	2	4	1	4	3	43	23	90	2	26
2	1	2	3	1	3	1	2	4	3	1	2	2	2	2	3	3	2	4	4	1	4	2	2	3	4	3	3	2	2	3	1	2	2	3	2	1	1	3	3	1	2	2	3	3	3	2	2	1	3	4	2	2	1	3	3	2	4	3	3	2	1	2	3	1	3	1	2	4	3	1	2	2	2	2	3	3	2	4	4	1	4	2	2	3	4	3	3	2	2	3	1	2	2	3	2	1	1	3	3	1	2	2	3	3	3	2	2	1	3	4	2	2	1	3	3	2	4	3	3	55	20	88	1	19
2	2	3	2	2	3	1	3	2	2	2	2	3	1	0	4	2	3	2	3	2	3	2	2	3	3	3	3	2	2	2	3	2	1	3	2	2	3	4	3	2	3	3	3	3	3	3	1	2	4	4	2	2	4	2	3	2	3	2	3	2	2	3	2	2	3	1	3	2	2	2	2	3	1	0	4	2	3	2	3	2	3	2	2	3	3	3	3	2	2	2	3	2	1	3	2	2	3	4	3	2	3	3	3	3	3	3	1	2	4	4	2	2	4	2	3	2	3	2	3	15	10	85	1	21
2	3	3	2	2	3	2	4	2	3	3	2	3	2	3	3	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	4	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	2	3	3	2	2	3	2	4	2	3	3	2	3	2	3	3	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	4	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	12	21	80	1	24
4	1	4	2	3	1	3	3	1	2	3	4	4	3	4	4	2	1	3	3	1	3	3	1	3	1	1	4	3	4	4	2	3	3	1	4	3	1	2	1	3	3	2	4	2	4	2	2	3	3	2	2	3	1	4	2	2	3	4	2	4	1	4	2	3	1	3	3	1	2	3	4	4	3	4	4	2	1	3	3	1	3	3	1	3	1	1	4	3	4	4	2	3	3	1	4	3	1	2	1	3	3	2	4	2	4	2	2	3	3	2	2	3	1	4	2	2	3	4	2	55	45	90	1	45
2	3	3	2	2	2	1	3	2	3	1	2	3	3	3	3	3	1	2	4	2	1	2	1	2	2	3	2	1	3	2	2	3	2	2	3	2	2	2	3	2	1	2	4	2	3	3	2	2	2	1	2	3	2	3	2	2	3	4	2	2	3	3	2	2	2	1	3	2	3	1	2	3	3	3	3	3	1	2	4	2	1	2	1	2	2	3	2	1	3	2	2	3	2	2	3	2	2	2	3	2	1	2	4	2	3	3	2	2	2	1	2	3	2	3	2	2	3	4	2	34	32	90	2	37
3	3	3	1	1	2	1	2	3	3	3	2	2	1	1	3	3	2	3	2	2	3	3	2	1	2	2	3	1	2	2	3	3	1	3	3	2	3	1	2	1	4	2	3	4	4	2	1	1	3	4	2	3	2	2	3	3	3	4	2	3	3	3	1	1	2	1	2	3	3	3	2	2	1	1	3	3	2	3	2	2	3	3	2	1	2	2	3	1	2	2	3	3	1	3	3	2	3	1	2	1	4	2	3	4	4	2	1	1	3	4	2	3	2	2	3	3	3	4	2	66	14	100	2	23
2	1	4	1	1	2	2	4	4	4	2	1	2	1	1	4	4	1	4	1	2	4	1	1	2	1	1	4	1	4	1	3	1	2	3	3	1	4	1	4	1	4	4	3	4	2	1	1	4	1	4	2	3	4	4	4	2	1	4	1	2	1	4	1	1	2	2	4	4	4	2	1	2	1	1	4	4	1	4	1	2	4	1	1	2	1	1	4	1	4	1	3	1	2	3	3	1	4	1	4	1	4	4	3	4	2	1	1	4	1	4	2	3	4	4	4	2	1	4	1	18	27	80	2	25
3	2	3	2	3	2	2	4	2	2	2	1	3	3	3	4	3	2	4	3	3	3	1	2	3	2	3	3	2	4	2	2	2	2	2	4	2	3	4	2	2	2	2	4	2	3	2	3	3	3	3	4	4	4	4	1	2	3	4	1	3	2	3	2	3	2	2	4	2	2	2	1	3	3	3	4	3	2	4	3	3	3	1	2	3	2	3	3	2	4	2	2	2	2	2	4	2	3	4	2	2	2	2	4	2	3	2	3	3	3	3	4	4	4	4	1	2	3	4	1	28	38	90	2	55
2	1	4	4	3	2	3	2	1	3	2	2	4	2	4	4	2	3	3	3	2	4	2	1	2	3	2	3	3	4	4	1	3	3	3	1	3	2	2	2	3	3	2	3	2	3	4	3	2	4	2	4	3	3	3	2	1	4	4	2	2	1	4	4	3	2	3	2	1	3	2	2	4	2	4	4	2	3	3	3	2	4	2	1	2	3	2	3	3	4	4	1	3	3	3	1	3	2	2	2	3	3	2	3	2	3	4	3	2	4	2	4	3	3	3	2	1	4	4	2	15	38	80	1	22
1	1	3	2	1	3	1	2	1	3	4	2	1	1	3	2	1	1	2	1	2	2	4	2	2	3	2	4	1	3	3	2	1	1	3	3	1	1	2	3	1	3	1	3	1	4	4	2	1	4	4	2	4	4	4	3	4	4	4	1	1	1	3	2	1	3	1	2	1	3	4	2	1	1	3	2	1	1	2	1	2	2	4	2	2	3	2	4	1	3	3	2	1	1	3	3	1	1	2	3	1	3	1	3	1	4	4	2	1	4	4	2	4	4	4	3	4	4	4	1	44	20	100	2	22
4	1	3	2	3	1	2	4	1	3	2	1	4	2	4	4	2	2	4	3	4	2	2	3	2	2	1	2	4	4	1	2	4	1	1	1	3	3	1	2	4	3	2	4	1	4	1	1	3	4	1	1	4	4	3	3	2	3	4	2	4	1	3	2	3	1	2	4	1	3	2	1	4	2	4	4	2	2	4	3	4	2	2	3	2	2	1	2	4	4	1	2	4	1	1	1	3	3	1	2	4	3	2	4	1	4	1	1	3	4	1	1	4	4	3	3	2	3	4	2	47	47	80	2	21
3	3	3	2	2	3	2	3	2	3	3	2	3	2	3	3	3	2	3	3	2	3	3	2	2	3	2	2	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	2	2	3	2	3	2	3	3	2	3	2	3	3	3	2	3	3	2	3	3	2	2	3	2	2	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	10	25	80	1	24
