Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	country
3	2	3	4	1	1	1	1	4	1	1	1	US
1	2	2	3	3	3	2	2	1	2	2	3	CA
4	2	1	4	1	1	2	1	4	2	1	4	US
4	1	4	4	4	4	3	3	4	2	4	2	US
1	3	2	1	1	1	2	3	1	2	2	1	US
3	1	1	2	2	1	4	3	4	2	2	2	US
3	4	4	4	3	4	3	3	3	1	4	3	US
1	1	3	2	1	1	1	1	2	2	1	1	AU
4	1	4	2	2	1	4	3	4	1	3	1	AU
3	1	3	3	3	4	3	4	3	2	3	3	AU
4	1	4	2	2	4	4	3	2	2	3	1	AU
4	4	4	2	2	4	4	2	4	4	4	2	US
4	2	2	3	3	3	2	2	3	1	3	4	US
1	3	1	1	2	3	2	1	1	2	2	2	US
2	2	2	1	4	2	3	3	2	2	2	1	US
1	1	1	3	1	1	1	3	1	3	3	3	GB
4	1	1	1	2	4	1	2	4	4	3	2	FI
4	2	4	4	3	4	4	4	3	4	3	3	US
1	2	1	4	2	4	4	3	1	4	2	2	US
1	2	2	1	1	1	2	3	1	2	2	1	US
3	1	2	3	3	1	2	1	1	3	3	1	US
1	1	1	1	4	2	1	2	4	4	4	2	US
1	3	1	4	3	3	1	2	1	2	4	1	US
1	2	3	3	4	1	3	4	3	4	3	2	US
1	3	1	3	1	1	4	1	2	3	1	1	US
3	2	2	2	3	3	2	4	3	3	4	3	US
4	4	4	4	4	2	2	4	3	4	4	4	GB
4	2	4	2	2	4	2	4	3	4	4	2	US
3	4	1	3	3	1	4	1	3	3	4	4	US
1	4	1	4	2	3	4	4	3	2	3	1	US
4	1	4	1	2	2	2	2	2	2	2	1	US
3	3	4	4	3	4	4	1	3	4	1	3	US
3	1	3	2	3	2	4	3	4	4	1	1	CA
1	3	1	2	3	2	2	4	1	2	2	4	US
4	3	4	1	3	3	3	2	3	4	4	3	US
1	3	4	4	1	1	1	4	1	1	3	1	US
2	2	2	3	1	3	2	4	3	3	3	1	AU
3	1	4	3	4	1	2	1	1	1	1	1	US
3	3	1	1	1	3	2	1	1	3	3	1	EG
3	4	3	3	3	4	4	3	3	4	3	3	US
2	2	3	2	4	2	4	3	4	3	2	2	US
2	4	3	2	2	3	3	3	4	2	3	2	US
1	3	3	1	1	3	1	1	1	2	1	3	US
3	2	4	2	1	2	2	2	2	2	3	4	US
4	4	4	4	2	4	4	4	3	4	4	4	IE
3	2	2	3	3	4	2	2	1	1	2	2	US
1	1	4	4	2	4	1	3	4	4	4	2	CA
1	3	1	1	4	1	4	4	3	4	1	4	US
3	3	1	2	3	4	2	2	4	4	2	2	US
1	4	2	4	2	4	2	3	4	4	2	3	US
2	3	1	4	4	2	2	1	1	2	1	2	US
2	2	1	2	2	2	2	3	4	4	2	2	CA
1	3	1	1	1	1	4	1	1	3	1	1	AU
4	4	4	4	3	2	1	2	1	4	4	1	US
3	1	4	3	2	2	2	3	1	2	2	2	US
1	3	4	1	4	3	3	4	1	4	3	2	US
1	1	1	2	2	2	2	1	2	1	1	1	US
1	1	4	1	3	3	2	3	1	4	3	1	US
3	4	1	3	2	1	4	2	2	3	3	3	US
4	2	1	2	4	4	2	2	4	1	4	2	IE
4	2	2	2	4	4	2	1	1	3	2	1	CA
1	3	1	1	1	1	4	1	1	3	1	1	AU
2	2	2	1	4	2	3	2	2	1	2	2	US
1	2	4	4	4	4	4	3	3	4	4	3	US
1	4	3	4	4	4	4	2	1	4	3	3	US
3	4	4	4	1	4	4	4	3	3	3	1	US
3	4	4	2	4	3	3	4	4	1	1	3	US
3	1	1	3	2	1	4	3	1	2	1	1	US
2	1	2	1	2	3	3	2	4	2	2	2	US
1	2	3	4	1	2	2	1	1	1	3	4	US
1	1	4	2	4	3	4	4	3	4	4	4	US
4	2	4	1	2	4	2	1	1	4	4	1	AU
1	3	1	2	1	1	1	1	1	3	1	1	CL
4	1	2	2	2	4	4	4	4	4	4	3	US
1	2	1	2	1	1	1	1	1	2	2	2	DE
4	2	4	4	3	4	2	4	3	4	4	4	US
4	2	4	2	4	2	2	4	3	4	4	1	US
4	1	2	1	2	4	2	2	4	4	4	4	AU
1	1	4	1	1	1	2	1	1	2	1	2	US
4	2	4	4	4	4	2	4	4	4	4	2	US
4	2	2	4	4	4	4	4	3	4	4	4	US
4	3	1	2	1	4	3	3	4	2	3	1	US
1	2	4	1	2	2	2	3	1	2	2	1	US
4	4	4	3	2	3	4	4	1	4	4	4	US
1	2	2	3	3	2	1	4	3	4	4	2	US
3	3	3	4	2	3	2	2	1	1	1	1	US
1	3	3	4	4	1	4	2	1	4	4	4	US
3	2	2	3	3	4	3	3	3	1	3	1	CA
1	3	3	2	1	1	1	1	1	2	1	2	US
3	1	4	3	2	3	3	2	3	4	3	1	US
2	1	1	2	4	3	2	2	1	2	2	2	US
2	2	1	2	1	2	2	2	1	1	1	1	US
1	3	4	4	1	3	4	1	1	4	4	4	US
3	3	4	3	1	4	3	3	4	3	3	4	US
1	3	1	3	1	3	4	1	1	3	1	1	CA
3	3	1	1	1	3	2	2	4	1	1	1	TT
2	3	4	1	3	4	3	4	4	1	3	4	US
4	3	3	3	1	1	1	3	3	2	1	1	NP
4	1	4	2	2	4	2	3	4	3	4	2	TH
1	1	4	1	2	4	4	3	1	4	4	2	US
4	1	4	1	2	4	3	2	4	1	2	1	US
1	1	4	1	4	1	1	1	1	2	1	1	US
1	2	4	2	2	4	4	2	4	4	2	2	US
1	2	4	4	3	3	4	2	3	4	4	4	US
3	3	1	1	3	3	1	4	3	4	2	4	CA
2	1	2	1	2	3	2	4	4	1	2	2	US
3	1	4	3	2	1	3	1	4	1	3	2	US
4	2	4	2	3	4	3	2	4	1	4	4	PH
3	2	3	1	3	3	2	1	3	1	1	1	US
1	3	3	2	1	3	4	2	4	2	1	1	US
1	1	4	1	4	3	2	2	1	3	2	2	CA
2	1	3	2	2	4	4	3	4	2	4	1	US
3	2	1	1	4	1	2	1	1	2	1	1	BR
1	1	4	1	1	1	1	1	1	2	1	1	US
2	1	1	2	2	3	2	2	1	4	2	2	US
4	3	1	4	3	3	1	4	1	4	4	4	US
2	1	2	2	2	4	2	1	4	4	4	4	MX
4	2	2	1	2	2	1	2	1	2	4	2	US
1	1	2	1	1	1	3	3	1	2	2	2	US
3	4	4	3	3	4	4	4	1	3	2	3	US
3	4	1	4	1	4	4	1	3	4	3	4	US
2	3	4	1	4	2	2	2	1	2	2	2	US
2	2	4	1	3	2	2	2	4	4	2	2	US
3	3	4	2	3	3	1	2	2	4	4	3	US
3	4	4	3	3	3	4	3	3	4	2	3	US
1	1	1	2	2	1	2	2	1	2	2	2	DE
3	2	4	3	3	3	3	1	3	1	3	1	US
3	4	1	3	3	3	1	1	3	1	1	4	US
3	3	3	3	3	3	3	2	4	2	2	3	US
4	1	2	1	3	3	3	2	3	2	4	1	US
3	4	4	4	3	3	3	3	3	4	3	3	US
2	2	4	1	2	1	2	1	1	2	2	2	US
3	4	2	2	2	4	4	3	2	1	3	4	US
2	2	2	4	2	1	2	2	1	4	1	2	US
1	2	4	2	1	1	2	2	2	2	2	2	GB
4	1	4	4	2	4	1	4	1	2	4	2	US
3	1	4	2	3	3	3	3	1	1	3	1	US
3	3	3	3	1	1	1	3	3	2	1	1	AU
3	1	2	2	2	1	1	2	4	2	3	1	US
1	2	4	1	2	1	2	1	1	2	2	2	US
2	2	4	1	2	4	2	4	1	4	2	2	US
4	3	3	3	4	1	4	3	3	4	4	3	US
4	4	4	4	2	4	4	2	1	2	2	3	US
1	2	4	4	2	4	2	2	4	4	4	4	US
1	1	2	1	1	1	2	1	1	1	3	3	NZ
4	1	4	1	2	4	1	3	4	4	2	2	US
1	2	4	4	1	1	4	1	1	3	1	1	SG
1	2	4	2	2	4	4	4	4	4	2	2	US
4	3	3	4	3	4	3	4	3	4	3	3	US
2	3	4	1	4	2	3	2	3	4	2	4	US
1	1	2	4	1	1	1	2	4	2	1	1	IN
4	1	2	4	2	2	4	4	4	2	4	1	US
4	2	4	4	2	4	2	3	4	2	4	2	US
2	3	4	4	2	3	2	2	4	2	4	3	PE
1	1	4	1	2	1	2	1	1	2	1	1	US
1	3	1	2	1	1	2	1	1	2	1	1	FR
3	3	1	3	3	3	3	3	3	1	3	1	US
4	2	4	2	2	1	1	1	4	2	3	1	US
1	1	4	1	2	1	2	3	4	3	2	1	US
1	1	4	1	2	4	4	1	4	2	2	1	AU
3	3	3	3	3	3	3	3	4	3	3	3	US
2	3	1	2	2	1	2	2	1	2	2	2	US
3	3	3	4	2	1	1	4	1	1	1	1	US
1	3	1	1	1	3	1	4	1	3	1	3	US
1	1	2	1	4	1	2	2	4	1	2	1	US
4	3	2	4	2	3	4	4	1	4	4	4	US
2	4	4	3	3	4	2	4	3	2	4	4	SG
3	3	4	4	3	2	1	3	1	3	3	3	US
1	4	4	4	4	4	1	4	1	2	1	1	US
4	1	3	2	2	4	2	3	4	1	2	2	US
4	1	4	4	2	3	2	3	4	4	4	4	US
1	2	3	1	1	1	2	3	1	1	1	1	TT
2	1	3	3	1	1	1	4	4	2	4	2	US
4	4	4	4	2	3	4	2	4	4	4	4	US
1	3	3	2	4	1	4	2	1	2	4	2	US
3	3	3	3	3	3	4	2	1	3	1	3	US
1	1	1	2	2	4	2	1	4	1	3	2	US
1	3	4	1	4	1	4	1	4	4	4	1	PE
1	2	4	1	2	4	2	2	1	2	4	2	CA
3	4	4	2	3	2	4	2	1	4	2	2	US
4	1	2	1	2	1	2	3	2	2	3	2	US
3	2	2	3	3	3	1	1	1	2	3	3	US
3	2	4	3	1	1	1	1	1	1	3	3	US
3	2	2	2	3	2	2	2	1	1	2	3	US
3	3	1	4	1	1	4	3	1	4	1	4	US
4	4	4	4	2	2	1	1	4	3	4	2	DK
1	3	4	1	4	3	2	2	4	4	2	3	US
4	1	4	4	2	4	1	4	1	4	4	2	US
1	3	4	2	1	1	4	1	1	4	1	3	NZ
4	1	4	4	2	4	2	3	4	2	2	2	AR
2	2	4	2	2	3	2	2	1	4	4	2	US
4	4	4	4	2	3	4	3	4	1	4	1	US
4	4	3	4	4	4	3	4	4	1	3	4	US
2	1	1	2	2	4	2	2	4	2	2	2	US
2	2	2	1	2	2	2	1	4	1	3	4	US
3	1	3	3	3	4	4	2	3	1	3	3	US
4	1	4	2	4	4	1	2	2	2	4	2	US
1	3	1	2	2	1	4	3	1	2	2	2	US
3	2	3	4	3	2	2	4	1	3	3	1	US
4	2	4	4	2	4	2	3	4	2	2	2	AR
2	3	1	1	4	1	2	3	1	2	2	2	US
4	1	2	1	1	1	2	3	2	1	3	2	US
4	2	4	4	2	4	2	4	3	2	4	4	US
4	1	4	4	4	2	2	2	1	4	4	2	US
4	1	3	2	4	4	4	4	4	1	4	3	US
2	3	4	1	2	3	2	2	4	4	4	2	PR
3	3	2	1	4	3	3	3	3	1	3	1	ZA
2	2	2	4	2	1	2	2	1	1	2	2	US
4	1	4	1	2	4	2	2	4	4	4	2	US
4	2	4	2	3	4	2	3	1	4	4	4	US
3	1	2	1	4	3	2	4	3	1	1	4	US
3	3	1	3	3	3	3	4	3	4	3	1	US
4	1	4	1	3	4	3	4	3	3	2	3	CA
1	2	4	2	4	2	2	2	1	2	3	1	US
4	4	3	2	4	1	4	4	4	1	3	3	NO
2	4	4	4	3	4	4	3	4	3	4	3	US
1	1	4	4	4	4	4	3	1	4	3	2	US
1	1	3	4	3	3	2	4	4	3	4	1	US
4	2	4	4	2	4	2	2	4	2	4	4	US
1	1	2	2	2	1	4	3	4	2	4	2	US
3	2	4	4	4	2	2	3	1	2	4	2	US
1	3	4	4	1	2	2	1	1	2	2	3	US
2	3	1	1	4	1	2	2	4	2	2	2	US
3	3	4	1	3	3	2	2	1	4	1	3	ID
1	2	2	2	1	2	2	1	2	2	3	1	US
3	2	4	2	4	2	4	3	4	1	3	3	US
1	1	4	1	3	4	1	2	1	4	2	3	US
2	2	3	1	1	3	2	2	1	3	2	2	AU
3	4	4	4	2	4	3	4	4	2	3	2	GR
4	1	4	2	2	4	2	2	1	2	4	2	US
4	1	4	4	2	4	4	4	4	1	4	1	AR
1	2	4	2	2	3	4	1	1	4	4	2	CA
2	3	4	4	2	4	2	2	4	4	4	2	US
2	1	4	2	2	4	4	2	4	2	2	1	US
3	4	2	3	4	4	4	4	3	2	3	1	US
4	1	4	2	2	4	2	2	1	2	4	2	US
3	3	1	3	2	3	4	4	4	2	1	1	US
1	3	1	4	3	3	4	1	1	4	1	3	NZ
1	3	4	2	1	3	1	1	1	4	3	1	US
2	2	1	2	2	2	2	2	4	2	2	3	US
2	2	3	1	1	3	2	2	1	3	2	2	AU
3	2	4	3	4	3	3	2	3	4	4	3	CA
1	3	1	4	3	4	1	4	1	2	2	2	MX
1	2	2	1	1	1	2	2	1	2	1	1	US
1	3	1	4	4	4	4	2	1	3	4	2	IN
4	2	4	1	2	3	2	3	1	2	2	2	AU
1	2	4	2	2	4	2	1	1	4	4	2	US
1	3	1	4	1	1	1	4	1	3	1	1	US
1	1	3	4	4	1	4	2	1	2	1	3	US
3	3	3	1	1	1	2	3	1	1	1	1	IN
1	2	1	1	4	2	2	1	1	2	2	2	US
2	1	4	2	3	3	4	1	4	2	2	3	US
1	2	2	4	4	4	4	2	4	2	2	1	US
2	2	3	2	4	3	3	2	4	1	3	3	US
1	3	1	1	1	1	1	1	1	2	1	1	US
4	2	4	4	4	4	2	2	1	2	4	4	US
4	3	1	2	1	4	4	3	4	2	4	2	BR
4	4	3	1	4	4	2	4	4	4	4	2	US
1	1	1	1	2	1	1	3	4	2	1	1	US
2	3	2	1	4	3	2	3	4	2	4	2	US
1	1	3	3	4	2	1	1	4	3	4	1	AU
2	2	2	1	2	3	2	2	4	2	2	1	US
3	2	4	4	3	4	3	4	1	4	4	3	CA
2	1	1	2	2	3	4	2	1	1	3	2	US
1	1	4	2	4	1	3	2	1	2	3	2	US
1	1	2	1	4	3	4	2	4	4	1	1	US
1	2	4	1	2	2	2	2	1	2	2	2	US
3	2	1	3	3	4	3	4	3	4	3	4	IN
3	2	4	3	1	1	1	3	3	4	1	3	US
1	1	1	2	2	2	2	2	4	2	2	2	US
4	1	1	4	4	4	4	4	3	2	4	4	US
2	2	2	1	4	4	2	4	4	3	2	2	NL
4	4	1	4	1	1	1	4	1	2	4	1	US
4	2	4	4	1	4	2	4	1	3	4	4	US
3	2	2	4	2	4	3	2	4	4	3	3	AU
1	1	1	1	1	1	2	4	1	4	2	1	SG
1	1	1	1	2	2	2	2	1	2	2	2	US
2	2	4	1	3	3	2	2	1	2	3	4	US
1	3	3	4	2	3	4	1	1	1	1	1	US
2	1	4	2	2	3	2	2	4	2	2	2	US
4	1	4	2	2	4	2	4	4	4	4	2	US
4	2	4	3	3	4	4	4	3	4	2	2	US
2	2	4	3	4	3	2	2	3	4	1	1	US
4	1	1	3	2	4	3	3	1	1	4	3	US
2	2	2	2	1	3	2	2	4	2	1	1	US
1	3	4	1	1	3	2	1	1	2	3	1	ZA
1	2	3	1	4	1	2	1	1	2	2	1	US
1	3	1	1	3	3	2	1	1	4	2	2	US
4	2	3	2	4	4	2	4	4	2	3	1	AU
1	2	3	4	2	3	4	4	4	4	1	1	PK
3	2	4	4	3	3	2	4	4	4	2	3	US
3	2	4	3	1	1	2	3	1	1	1	1	IN
3	1	3	1	2	3	4	3	3	3	3	3	US
2	3	4	2	2	3	1	1	1	3	1	1	US
1	3	1	1	2	3	1	4	1	1	1	1	US
1	3	4	1	1	1	1	1	1	2	1	1	PR
3	3	4	4	3	3	1	3	1	3	1	1	NZ
3	4	1	3	2	1	3	3	1	2	3	1	AU
1	2	1	1	2	2	2	2	4	2	2	2	AU
1	1	4	2	2	1	4	3	2	1	3	2	US
1	3	4	1	1	3	1	1	1	2	2	2	ZA
3	3	3	3	2	3	4	4	3	4	3	1	GB
4	3	1	2	4	2	2	2	4	4	2	3	US
1	1	1	1	1	1	2	2	1	4	2	1	SG
4	1	3	1	2	2	2	4	1	2	2	1	US
1	1	4	1	1	1	2	1	1	4	2	2	US
1	2	4	3	1	1	2	3	4	2	3	1	MY
2	2	2	1	1	1	1	1	2	1	1	4	MY
3	3	1	1	4	3	1	1	1	2	1	1	IN
1	1	1	1	1	1	2	4	1	4	2	1	SG
4	4	4	4	3	4	4	4	4	4	4	3	US
4	1	4	1	1	1	2	2	1	1	4	1	NZ
2	3	1	2	2	2	1	1	4	1	1	1	IN
4	1	4	2	2	3	3	2	1	4	2	2	US
4	2	1	1	1	1	4	3	1	2	1	1	IN
1	2	2	4	4	1	4	4	4	3	1	2	CN
4	4	4	2	2	4	4	4	4	1	4	4	US
1	3	1	1	4	2	2	1	1	1	1	1	PH
4	3	4	2	4	4	4	3	4	4	2	3	US
1	4	3	4	2	3	4	4	4	3	4	2	AP
4	1	3	2	1	1	2	2	1	2	4	2	NO
1	3	1	2	4	1	1	2	1	4	1	2	US
3	2	4	2	4	1	1	2	4	1	1	4	US
4	3	3	2	4	3	4	3	4	4	4	2	AU
1	2	1	1	2	1	2	1	4	2	2	2	US
1	2	2	3	3	2	4	2	1	4	3	2	CA
4	1	2	4	2	1	2	3	1	2	1	1	US
3	4	4	4	2	4	4	3	2	2	4	4	US
4	3	3	4	3	3	3	4	3	2	4	3	US
1	1	4	2	2	4	2	2	4	4	4	2	US
2	1	4	2	4	3	2	2	2	3	3	3	DK
2	1	4	2	4	3	3	2	4	4	3	4	US
4	1	3	2	2	3	4	3	4	2	1	1	MY
4	4	4	4	3	4	4	4	3	4	4	4	EG
3	3	3	3	1	2	4	1	1	3	1	1	US
3	3	2	3	3	3	3	2	3	2	3	4	US
1	3	1	4	1	1	4	3	2	2	1	1	US
4	1	3	1	2	4	2	4	4	4	2	2	PK
1	2	2	3	3	2	4	2	1	4	3	2	CA
1	3	4	4	2	3	4	1	1	2	4	1	US
2	3	3	3	1	4	2	1	3	2	3	3	US
1	2	1	4	1	3	4	3	1	2	3	3	MY
4	3	3	3	4	4	4	4	4	4	3	1	IN
1	1	4	2	2	1	2	3	4	2	4	2	US
1	3	3	4	4	1	2	3	1	3	2	1	FR
3	3	2	1	2	2	2	2	4	1	3	1	US
4	2	4	2	4	4	2	2	1	3	2	2	NO
1	4	4	3	2	1	3	1	1	2	1	3	NL
1	3	1	4	1	1	1	1	1	1	1	1	RO
1	3	1	4	2	4	1	4	4	4	4	2	US
3	1	2	4	1	1	3	3	1	2	1	1	US
1	1	4	4	1	1	4	4	1	3	4	1	IN
4	2	1	1	1	4	2	4	1	2	4	4	AE
3	2	4	2	2	1	2	1	4	4	3	2	US
2	2	3	1	4	2	2	2	2	2	2	2	PH
4	4	2	2	1	4	2	1	4	2	1	2	AE
1	3	1	4	4	4	4	2	4	4	3	1	AE
4	1	4	2	2	4	1	4	1	4	4	2	ZA
1	2	4	4	2	3	4	3	1	1	2	2	MK
3	1	4	4	2	4	1	3	1	1	3	2	US
1	2	1	4	2	2	2	1	4	1	1	3	IN
4	3	1	4	2	4	4	4	1	4	4	3	AU
1	3	2	2	1	4	1	4	1	2	4	1	US
1	2	4	1	4	2	2	2	1	2	1	2	IN
4	2	4	4	4	3	3	4	3	1	3	4	AE
3	1	4	3	4	1	3	2	4	1	1	1	IN
4	2	4	4	4	4	2	4	3	1	4	2	AU
4	4	4	4	3	4	4	4	4	4	4	4	TR
4	3	1	3	4	3	1	4	4	4	4	4	US
1	1	1	4	2	3	1	3	1	3	2	1	SE
4	1	3	2	2	4	4	4	4	2	4	4	AU
1	3	3	3	1	2	1	1	1	2	1	1	CA
4	4	4	4	3	4	4	4	3	4	4	4	TR
1	2	2	1	2	2	4	2	1	1	2	2	US
2	1	4	2	2	4	2	4	4	2	2	2	ES
1	4	3	1	3	3	4	2	1	2	3	2	SG
2	2	4	1	3	2	3	2	1	2	2	1	AU
4	1	1	2	4	4	2	4	4	2	2	2	MY
4	3	3	4	3	3	3	4	1	4	4	1	GB
1	2	4	1	2	3	2	2	4	2	2	1	MY
2	3	4	2	2	3	3	2	4	2	4	2	US
1	1	3	1	2	1	4	1	1	2	3	2	DE
1	3	3	4	4	1	1	1	1	1	1	1	MY
4	2	3	1	1	2	2	1	1	2	4	1	PL
2	3	3	4	2	2	1	3	1	2	1	1	US
3	3	3	3	4	2	2	4	1	2	1	3	FR
3	2	3	1	1	2	2	2	1	1	1	1	PH
4	2	1	2	4	4	2	4	4	2	2	2	MY
1	1	1	1	1	1	4	1	1	2	1	1	IN
1	4	1	3	4	2	4	4	1	2	3	1	OM
3	1	3	1	4	3	1	4	1	4	4	1	PH
1	3	1	1	1	1	4	3	4	2	2	2	US
1	1	4	2	4	3	4	2	1	1	4	1	IN
1	2	3	1	4	4	1	3	4	4	1	1	PT
1	2	3	4	2	4	2	4	2	3	2	3	US
1	1	4	2	2	2	2	2	1	2	2	1	GB
4	4	4	2	4	4	4	4	4	4	2	4	NO
1	3	4	2	2	4	1	2	2	2	4	1	GB
4	3	3	2	1	2	2	3	1	1	2	1	US
4	2	2	1	4	4	2	3	1	2	2	1	GB
2	1	3	1	3	3	2	3	3	2	3	1	FR
2	2	4	2	2	2	2	2	4	4	4	2	US
4	3	1	4	4	3	1	4	1	4	2	4	IN
3	1	4	2	3	4	4	1	3	4	4	3	GB
3	3	2	2	2	3	3	4	3	2	1	1	GB
2	2	4	1	2	3	2	2	4	2	4	2	AU
1	1	4	2	2	2	2	2	1	2	2	1	GB
2	3	3	2	2	3	2	2	4	2	2	2	GB
1	1	4	2	2	4	2	4	1	4	1	4	GB
1	2	4	3	3	3	2	4	3	4	4	3	AU
3	3	3	2	1	2	3	3	4	3	1	1	AU
3	3	3	3	1	2	4	3	4	2	1	1	IN
3	3	4	2	1	1	4	2	2	1	1	3	US
4	2	4	4	2	4	2	4	3	4	4	3	AU
1	2	2	4	3	1	2	2	1	1	2	1	US
1	1	1	1	2	4	3	2	4	4	2	2	US
1	4	4	4	1	1	1	4	1	4	4	1	AU
4	4	4	4	4	4	2	4	4	4	4	2	GB
1	4	4	3	4	3	2	4	1	2	3	2	CH
3	4	3	3	3	3	2	3	3	2	3	1	IN
4	2	3	4	4	4	4	4	3	4	4	1	PH
4	2	1	4	3	4	2	4	4	2	4	3	IN
1	2	4	4	1	4	1	1	1	2	1	1	PL
4	1	4	4	2	2	2	4	4	2	2	2	ZA
1	3	1	3	1	1	4	1	1	2	1	1	IN
1	4	1	4	4	4	4	1	1	4	4	4	VN
1	3	3	3	1	3	4	4	1	2	1	3	GB
2	1	1	2	2	2	2	2	1	4	2	2	IN
4	1	4	2	2	4	2	4	1	4	4	2	PH
1	3	3	3	3	4	3	4	1	2	3	3	IE
1	3	1	2	1	1	4	2	1	3	1	1	FI
3	3	4	3	3	3	2	4	4	2	3	1	GB
3	2	3	3	4	1	1	1	3	1	1	1	GB
4	2	1	1	4	2	2	2	1	2	2	1	IN
1	3	1	3	1	1	1	1	1	2	1	1	CA
1	3	1	4	1	1	4	3	4	2	1	1	IN
1	3	3	1	3	3	4	1	1	2	2	1	BE
1	4	1	1	4	4	4	4	1	2	2	2	SG
2	2	2	4	4	3	3	4	4	2	1	2	AU
4	1	3	2	1	1	4	3	2	1	3	1	US
4	2	4	2	2	4	4	2	3	4	3	3	IN
3	3	1	3	3	2	2	1	3	4	1	1	GB
2	1	1	1	4	2	2	1	1	1	2	4	IN
2	1	4	4	3	3	2	4	3	2	2	3	AU
3	3	4	4	4	1	4	4	4	4	3	3	AU
1	2	4	4	2	4	2	2	4	4	4	4	US
1	1	4	1	2	1	4	1	1	2	2	1	GB
1	2	3	1	1	4	2	1	1	1	1	1	GB
4	1	4	4	2	4	2	4	3	3	4	1	GB
1	3	4	2	4	3	4	4	1	2	1	2	IN
3	3	4	2	3	3	1	1	1	3	4	1	AU
1	2	1	1	2	2	2	2	4	2	2	2	AU
1	2	2	2	1	1	1	1	1	1	1	1	GB
3	3	3	3	3	3	3	3	3	2	3	1	GB
4	2	4	2	4	4	3	2	3	4	4	4	PL
1	2	3	1	2	1	4	3	1	4	2	3	GB
4	1	2	2	3	4	4	4	3	1	4	4	BE
1	2	4	4	2	4	2	2	4	4	4	4	US
1	3	1	3	1	1	1	1	1	1	1	1	SG
3	1	1	4	2	4	4	3	4	4	4	1	GB
4	4	4	4	2	4	4	3	1	2	4	1	UZ
1	3	2	2	2	3	4	4	1	1	4	2	GB
2	4	2	4	3	4	4	3	4	4	4	1	DK
3	3	3	4	4	4	4	3	4	4	3	1	NZ
3	3	1	4	1	4	3	4	3	2	1	4	RO
4	2	1	3	4	1	3	1	1	1	1	3	US
1	3	1	3	1	1	4	1	1	4	2	1	AU
4	3	4	4	2	4	4	4	4	2	4	4	GB
3	1	3	3	3	2	2	2	1	2	1	1	GB
4	1	4	2	2	1	2	2	1	2	4	2	GB
1	1	2	1	4	1	2	2	1	4	2	1	GB
4	2	1	1	2	4	3	2	4	2	4	2	SE
1	4	1	4	3	1	1	4	1	4	3	3	GB
3	1	3	3	2	3	3	3	4	1	3	1	CA
1	1	2	1	2	1	1	2	4	2	1	1	CA
1	3	1	1	1	1	1	1	1	4	1	1	AU
2	2	1	1	4	1	2	4	4	2	3	1	FR
3	2	4	3	3	3	3	3	3	1	3	4	US
4	4	2	4	4	4	2	4	4	4	3	3	GB
4	4	4	1	2	4	3	2	4	4	4	2	DK
3	2	2	3	2	2	4	4	4	3	3	2	NP
4	4	4	4	3	4	4	4	3	4	4	4	KR
2	1	4	2	1	3	3	3	3	1	3	4	US
4	3	3	3	3	3	4	4	4	1	4	4	DK
1	3	1	4	4	2	2	1	4	2	1	4	DE
3	2	4	2	1	4	2	2	3	4	4	4	DK
3	1	4	3	3	1	4	3	1	2	3	3	US
1	3	1	2	2	3	2	4	1	1	4	2	GB
1	4	4	2	2	2	4	1	4	1	2	1	DK
1	1	3	2	1	3	3	3	1	2	1	1	MA
1	3	3	3	1	1	4	3	1	2	2	3	GB
1	2	3	1	4	2	2	1	1	2	2	1	AU
1	3	3	1	2	3	1	4	1	2	2	3	GB
1	3	1	3	3	3	3	1	1	1	1	1	GB
1	3	1	4	2	1	4	4	4	3	3	1	SG
1	3	1	4	4	2	2	1	4	2	1	4	DE
3	2	3	3	1	1	4	3	1	3	1	3	US
1	3	1	1	1	1	1	3	1	2	2	1	GB
1	4	1	1	2	3	1	1	1	3	1	3	GB
4	1	2	1	1	4	2	2	3	2	4	3	JO
2	1	1	1	2	3	3	2	2	2	3	3	GB
2	3	3	1	1	2	3	1	2	1	1	1	CA
4	2	2	3	1	3	2	4	3	4	3	2	CH
1	1	1	2	1	4	4	3	1	4	3	4	KR
3	3	4	3	3	2	3	4	4	4	2	1	US
3	2	2	4	3	3	2	3	1	1	3	1	US
3	3	1	3	3	3	3	4	3	4	2	3	US
3	1	2	3	4	3	4	2	4	1	3	4	US
4	2	4	1	3	3	3	2	3	2	3	4	GB
3	2	1	1	4	3	4	2	1	2	4	4	IN
3	1	4	1	2	3	2	3	4	2	3	2	AU
4	2	2	3	3	2	2	3	3	4	4	4	GB
1	1	4	2	1	3	2	2	1	3	2	1	GB
1	2	4	1	4	2	2	1	1	2	2	1	US
1	1	1	1	1	1	4	1	1	1	1	1	US
3	4	3	4	3	3	4	4	1	4	1	1	AU
4	2	4	4	4	4	2	4	3	4	3	4	US
2	2	4	2	4	4	3	3	2	2	2	2	US
1	1	2	1	1	1	2	3	1	1	1	1	US
4	3	1	4	4	4	2	4	4	4	4	4	US
3	1	4	3	3	3	2	3	3	4	3	3	GB
4	2	3	4	4	3	3	4	4	2	3	4	GB
2	3	3	3	4	3	1	1	4	2	1	1	GB
1	4	1	2	3	4	4	3	1	4	4	3	AP
1	3	1	1	3	1	1	1	1	2	1	4	GB
3	2	4	1	4	3	2	2	1	4	4	1	GR
