Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	Q43A	Q43I	Q43E	Q44A	Q44I	Q44E	Q45A	Q45I	Q45E	Q46A	Q46I	Q46E	Q47A	Q47I	Q47E	Q48A	Q48I	Q48E	Q49A	Q49I	Q49E	Q50A	Q50I	Q50E	Q51A	Q51I	Q51E	Q52A	Q52I	Q52E	Q53A	Q53I	Q53E	Q54A	Q54I	Q54E	Q55A	Q55I	Q55E	Q56A	Q56I	Q56E	T1A	T1I	T1E	T2A	T2I	T2E	T3A	T3I	T3E	T4A	T4I	T4E	T5A	T5I	T5E	T6A	T6I	T6E	country	introelapse	testelapse	surveyelapse	uniquenetworklocation	screensize	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	hand	religion	orientation	race	voted	married	familysize	major	drug1	drug2	drug3	drug4	drug5	drug6	drug7	drug8	drug9
2	29	4336	3	42	3020	4	12	3361	4	5	2183	4	19	39290	4	43	3554	4	47	2201	3	25	2635	4	55	1782	4	51	3733	4	18	47503	4	14	2028	3	36	4173	4	8	5967	3	28	15047	3	46	4396	3	6	21016	2	41	25152	3	56	2462	1	38	3618	2	54	3652	3	15	3061	4	45	3037	4	13	4273	3	7	4435	3	9	46170	3	40	11031	2	33	6397	4	37	2281	2	24	4501	4	52	3400	3	16	5115	4	50	2940	3	17	11951	3	26	2498	3	2	4925	3	27	10953	1	53	5898	2	49	4983	2	23	39786	3	22	2732	1	35	6347	4	39	3932	4	34	5504	2	11	14857	3	21	2951	4	44	3011	2	10	7088	2	32	11248	4	31	2285	4	48	3229	4	4	2422	4	1	5181	2	20	12067	3	30	6733	4	3	1501	1	60	2899	1	57	24146	2	62	5080	2	58	6178	2	59	3785	2	61	3134	US	31	516	270	1	1	7	1	7	6	7	3	7	2	7	2	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	4	3	2	2	22	1	2	2	6	1	1	2	Math	2	2	0	3	0	0	2	0	0
3	8	8504	3	21	3203	3	3	7351	4	44	2106	3	36	2477	3	15	2714	3	55	4732	2	46	3251	4	19	3585	3	49	5383	4	40	5661	3	43	3479	3	26	4931	4	30	2207	3	54	9184	2	56	4542	3	13	4308	3	37	4739	3	9	3519	2	52	3213	2	41	2681	3	51	3878	3	34	3479	3	17	3931	3	22	2667	2	35	3752	2	31	2697	3	18	5757	3	32	2308	2	11	2617	3	45	2483	3	25	4968	4	6	4420	3	24	3130	3	16	4668	3	29	2531	2	14	2296	3	10	6817	3	12	8839	3	38	7346	3	48	1891	3	4	20353	3	23	2812	4	50	4540	2	20	5104	3	7	6618	3	47	1809	2	28	4527	4	2	8439	3	53	2358	2	33	2711	4	27	2055	4	5	1792	3	39	4463	3	42	6563	3	1	4696	1	59	4235	1	62	4137	2	61	2334	2	60	8899	2	57	5177	2	58	5578	US	7	282	135	1	1	6	5	4	5	6	3	5	3	4	2	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	1	23	1	6	3	1	2	1	2	Mathematics	0	0	0	0	0	0	0	0	0
2	13	5679	2	11	3015	2	6	6047	4	25	3502	2	28	3147	3	52	3675	3	8	3246	3	20	2990	2	48	2608	3	10	3245	2	15	3588	3	45	16055	2	5	4057	3	33	2986	3	35	3383	3	4	4065	3	43	4066	2	12	2320	3	3	3377	3	19	3035	2	46	3930	3	1	4613	3	41	2077	3	2	4031	2	7	2758	4	30	3031	2	37	3549	3	56	5148	2	22	5884	3	47	3167	3	42	2640	3	49	2468	3	18	3141	3	32	3651	4	26	2712	4	29	2145	3	38	3830	2	24	7614	3	36	3690	3	34	3360	4	31	2398	3	40	3915	4	27	3142	4	14	4999	2	50	3712	3	16	3009	2	23	2703	3	53	5155	4	51	5442	2	55	3103	3	9	3132	2	54	4222	3	17	1613	4	39	4388	3	21	3673	3	44	2701	2	58	4286	1	57	4698	2	62	3687	1	59	6735	1	60	4403	1	61	1918	US	6	241	160	1	2	2	4	6	2	4	3	3	5	2	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	2	3	2	1	47	1	6	1	6	2	2	3		2	0	0	0	0	0	3	0	0
4	45	27339	2	22	3416	3	28	6217	3	8	9503	3	10	3685	2	49	4607	3	3	3460	2	34	18061	1	55	6321	3	52	5947	1	16	5535	3	32	3020	2	50	3671	3	5	6378	2	30	14007	3	9	7950	2	27	7486	3	29	2901	3	35	4127	3	21	4347	3	53	8027	3	33	123607	3	51	3779	2	37	3541	3	39	2976	4	12	3940	3	20	18936	3	4	11902	3	13	13589	3	40	3524	4	7	4893	4	47	3446	3	43	4378	3	24	3644	4	48	2664	3	6	4503	3	44	4374	3	17	10237	3	14	5221	3	25	4267	3	18	4932	4	2	7929	4	36	6629	2	46	12648	2	26	32227	4	41	2464	3	38	3033	2	15	8703	3	19	7753	1	42	3479	4	54	5281	4	1	4442	3	31	2449	3	11	8114	2	23	22418	2	56	3500	1	58	6331	1	61	6597	2	60	8327	1	62	5650	2	57	17509	1	59	5121	US	2	576	458	1	1	2	4	6	3	5	7	3	3	6	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	2	1	30	1	6	1	5	1	1	3	Culinary arts	0	0	0	0	0	0	3	2	0
2	25	2834	3	26	2640	2	33	5708	3	32	5583	1	41	3882	2	10	1918	2	44	3967	2	7	3990	2	27	5650	4	37	4948	4	54	2858	3	1	8671	3	30	2975	4	18	4041	3	14	2983	3	46	9497	4	20	4031	3	23	1818	3	36	2087	4	4	4704	3	53	2595	3	5	6053	3	15	3388	3	42	5851	3	39	3122	3	3	6001	3	48	5617	4	50	4471	3	6	5092	3	17	1900	3	11	3369	3	22	2347	3	28	3728	4	51	3317	3	56	2383	3	35	1373	3	2	7240	4	21	5727	3	29	4598	3	52	3566	3	34	1927	4	31	4374	2	47	2963	3	13	7950	2	55	3789	3	12	3653	1	16	3222	1	8	4457	3	24	8619	2	40	3755	3	9	6248	2	43	3002	3	19	4262	1	49	5245	2	45	5705	2	38	3740	2	60	4112	2	57	6137	2	58	8159	1	61	4365	1	62	6558	1	59	5860	US	55	275	202	1	2	6	7	6	6	4	4	5	2	3	4	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	3	2	1	1	31	1	4	1	6	2	1	2	Business Admin	2	3	2	0	4	4	3	0	0
2	11	4153	2	33	2716	3	47	7273	4	30	2821	3	55	4553	4	42	2328	2	17	4338	2	32	4150	4	26	3250	3	39	6503	2	13	7173	4	53	2734	4	20	3534	3	52	4845	2	6	6134	3	10	7347	2	35	5516	3	4	4565	2	7	10049	3	16	3999	2	34	3351	3	50	3585	2	38	3599	2	12	5549	2	18	3347	3	2	9683	2	19	3965	3	44	4600	2	40	4321	4	31	2896	3	45	7146	3	22	8849	3	51	2558	4	54	3747	3	9	3671	3	3	3148	4	43	3304	2	41	4930	2	49	13578	2	14	14377	3	27	2616	2	36	4933	3	8	5731	3	56	3217	2	15	15450	1	1	6105	2	48	3082	4	29	4366	2	21	4999	4	46	2717	3	23	4016	4	37	2885	4	25	2167	2	28	6801	3	5	7385	3	24	2033	2	61	3739	1	59	4169	2	57	10517	2	58	6763	2	60	6830	2	62	4581	US	9	323	303	1	1	7	5	6	5	6	2	7	2	6	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	3	2	1	55	1	12	1	6	2	2	4	History 	2	2	3	3	4	3	2	1	0
3	6	3518	3	9	2811	3	31	3714	3	10	4595	4	16	1935	3	45	2309	3	7	1716	3	28	2074	4	23	2508	3	47	3287	3	27	5557	3	22	3419	4	11	2334	2	2	5566	3	35	626	2	21	5540	3	39	2652	3	48	3350	3	56	1948	3	32	3075	3	52	2435	3	30	3034	3	42	3174	3	38	4436	3	17	2480	2	44	5136	3	4	2936	3	34	4524	2	51	2123	2	49	3118	3	3	6408	3	18	5509	3	13	5314	3	33	3316	3	15	1924	3	24	2569	2	26	3725	3	36	11569	2	12	7604	3	40	7271	3	54	1897	2	37	3628	4	29	3382	4	41	2330	3	25	5099	3	8	2091	2	1	5687	4	43	3491	2	19	4951	4	46	1948	3	55	2540	4	14	2986	2	53	2877	3	20	2937	3	50	3730	3	5	3639	1	59	4250	1	61	5828	2	60	7033	1	58	8302	1	57	13503	2	62	5260	US	8	249	257	1	1	7	3	6	5	6	1	6	1	5	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	4	2	2	1	29	1	6	1	6	1	1	2	Political science	0	0	0	0	0	0	1	2	0
1	55	3402	1	51	3503	2	29	4801	4	50	3570	2	33	3035	4	13	2434	2	20	5583	2	9	3967	3	2	11637	1	25	3432	3	37	4069	3	6	4049	3	31	3149	4	47	4184	3	7	4701	4	27	8835	2	28	4451	3	54	2700	3	46	4252	3	45	4167	2	36	3340	4	5	3862	3	24	4483	2	30	3516	2	22	3634	1	39	5284	1	34	4317	4	56	7415	3	32	2968	1	35	2315	3	18	4069	4	17	2250	3	1	11688	3	15	3065	4	52	2414	2	12	2634	1	26	2333	3	4	11767	2	3	9607	3	53	7118	4	43	3085	4	44	3928	2	11	5133	3	48	3192	2	41	5317	3	10	3134	2	49	3073	4	14	3700	4	19	4835	3	38	2950	3	16	4234	4	8	4416	3	21	2015	3	42	3484	3	40	4683	4	23	2185	2	58	5694	2	57	5553	2	61	3649	1	59	4649	1	62	9168	2	60	3649	US	52	284	284	1	1	2	1	6	7	3	6	6	1	7	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	1	1	44	2	2	1	6	1	1	3	Theater 	1	2	0	0	0	0	3	0	0
3	23	4264	3	38	2700	4	55	2097	4	24	1591	3	26	2047	3	53	1772	4	47	1622	4	45	1302	3	50	1950	4	21	2265	3	52	2734	4	19	1849	3	13	1880	4	6	3083	2	36	2225	3	20	2960	3	10	5067	3	43	1977	2	2	2407	3	12	2179	3	29	2370	3	17	1835	2	11	2904	3	30	2507	2	15	2373	4	41	2602	2	3	2887	1	18	5398	4	7	1800	4	44	8183	4	1	3639	4	35	1709	4	33	1690	4	32	2867	4	37	1742	4	49	1182	4	42	2940	4	40	2306	4	54	1965	4	25	2134	4	27	1822	2	14	2838	3	39	2665	3	5	2823	1	31	2354	3	34	2331	2	28	2457	2	56	2092	3	8	4718	2	16	2136	2	22	5886	2	9	2385	4	48	1536	2	46	2809	2	51	2530	3	4	2512	1	57	1997	1	58	2274	2	61	2631	2	59	1689	2	62	2204	1	60	1753	US	4	160	91	1	2	6	3	7	2	7	3	4	1	7	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	1	1	33	1	8	1	1	1	2	1	Chemistry	0	0	0	0	0	0	2	0	0
2	16	3974	2	49	3250	2	40	6102	3	3	5639	2	48	3030	3	44	5580	3	30	2880	2	22	3870	2	53	2741	2	25	3633	3	4	5320	3	21	3711	3	5	4930	3	8	7230	3	51	4830	3	37	4090	3	24	5257	4	45	2541	3	20	3935	3	23	5289	2	31	3969	3	42	3319	4	12	3769	3	46	4559	3	14	2309	3	43	11719	2	27	4160	3	19	4184	4	10	2332	2	11	4030	3	50	3120	4	56	3051	3	34	4260	3	41	5608	4	29	2600	3	54	1560	2	1	5387	2	28	8369	3	18	6519	3	6	7860	3	39	2700	4	52	5779	2	2	5291	3	9	8397	1	36	5970	3	55	2169	4	33	4720	3	7	5599	4	47	6220	2	35	2120	3	17	3960	2	15	2855	3	32	2130	4	38	3789	3	26	9628	2	13	1861	2	60	9779	2	58	6349	1	59	9540	1	62	4710	1	57	6675	1	61	3010	US	9	294	164	1	2	1	6	5	4	5	7	3	4	5	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	2	1	29	1	2	1	6	1	2	3	mechanical engineering	2	0	0	0	0	0	3	2	0
2	44	4681	3	48	7640	4	27	4390	2	4	5188	2	34	2663	1	12	3936	2	22	5211	2	52	2142	2	28	3510	3	33	6626	2	20	3851	2	31	2856	2	50	2844	3	15	6175	3	41	8223	3	2	6366	2	5	5662	3	17	3453	3	38	3014	2	36	4154	3	42	3681	2	55	3222	3	13	3978	3	16	5453	3	19	3781	1	3	8634	2	46	5038	2	25	6817	3	23	3340	2	8	3703	3	11	4606	4	39	3353	2	26	4860	3	54	6237	3	30	3683	4	35	2355	1	56	4511	3	9	4200	3	40	8699	2	37	5496	3	45	2347	4	10	8024	2	43	3619	2	7	4995	1	24	4527	2	1	7405	3	49	2975	1	14	5712	2	18	4351	2	51	4696	2	32	3866	1	6	6381	2	21	3052	2	47	4382	2	53	6392	2	29	1699	2	57	4471	1	60	4909	2	62	4379	1	59	5736	1	61	8214	1	58	2647	US	13	294	181	1	2	1	1	6	2	3	7	6	5	7	5	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	2	2	1	50	1	6	1	6	2	2	5	Education	1	0	0	0	0	0	2	0	0
2	39	3822	3	24	3442	3	53	4532	3	2	4731	3	9	3328	2	35	4171	2	54	4849	2	44	6984	2	17	2609	2	40	4650	2	20	5632	3	13	2875	2	7	2768	3	51	4328	2	36	8541	3	19	4914	2	15	5077	1	31	6883	3	21	3530	2	30	4791	3	37	6730	2	56	3408	3	22	6005	3	34	4288	3	27	2954	2	49	4499	3	43	5901	2	3	5373	2	25	3216	2	55	3397	3	18	1076394	2	38	6358	3	4	5341	2	14	4988	3	6	2788	2	11	3759	2	46	4910	2	50	5674	2	41	7234	2	1	17970	2	12	4878	2	10	6058	3	48	5760	4	26	5165	3	52	7755	3	28	4969	3	23	3589	3	42	5992	2	47	5823	3	33	2977	3	5	4773	3	32	3217	2	45	3347	3	8	4838	3	29	7291	3	16	2735	2	62	9251	1	58	5224	2	57	8080	1	59	5779	2	61	3634	2	60	3137	US	2845	1389	253	1	1	6	1	6	3	7	5	7	5	6	5	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	48	1	12	1	6	1	2	2	Nursing	2	0	0	0	0	0	2	2	0
2	23	2616	2	50	1800	2	17	738391	2	4	2720	4	34	2975	2	10	1975	3	31	2840	2	45	2912	2	5	1767	2	24	3368	1	53	2928	3	54	2402	1	13	1943	3	46	4199	3	9	4138	3	43	3120	4	2	4031	3	47	2448	3	36	2534	2	32	2649	3	37	1935	3	25	1977	3	39	1920	3	42	3561	2	16	2511	3	14	3384	3	26	2391	3	33	4678	3	18	2375	3	6	2864	3	56	2311	2	8	4678	3	51	1528	3	44	3055	4	28	2368	2	27	2071	3	12	2273	3	49	6264	2	29	5368	3	20	7031	3	21	1688	3	3	3030	4	7	3191	4	55	2632	2	15	5792	4	19	1952	2	35	2248	1	40	2561	4	11	4150	3	38	1615	4	22	2311	2	1	3155	4	41	2055	2	30	3896	2	48	8936	3	52	3368	2	61	3568	1	59	6304	2	60	3368	1	57	5169	1	62	10824	2	58	3326	US	11	942	209	1	2	1	1	6	4	6	5	5	1	5	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	2	1	38	1	2	1	6	1	2	2	Business Administration	2	0	0	0	0	0	2	1	0
3	27	5734	2	8	6471	3	24	7130	4	40	2901	3	14	5049	3	20	3799	3	7	3364	3	9	7633	3	16	3252	3	2	5180	3	21	5147	3	25	2954	2	33	2069	3	37	5084	2	39	7852	2	10	13622	2	42	8233	2	1	14355	3	36	3134	2	30	6383	1	12	5515	2	32	2933	2	45	5535	2	13	7186	2	5	4285	2	53	4300	2	29	4551	2	49	4900	2	56	5069	3	3	14305	4	43	5818	3	35	3466	4	47	2064	2	18	6003	3	19	2551	2	23	4280	3	22	7821	1	15	7901	3	17	10900	4	52	6483	3	11	3666	3	48	4819	3	26	5583	4	55	6132	3	38	5682	4	46	2648	2	34	4382	4	54	4435	2	28	8683	3	50	2817	4	4	3812	4	51	3017	2	6	8184	2	44	5368	3	31	4516	3	41	6867	1	57	3533	1	62	10070	2	61	5532	2	60	4866	2	58	9168	2	59	3367	US	5	352	294	1	1	6	5	4	6	5	3	5	5	5	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	52	1	2	0	6	1	2	2	English	1	2	1	2	1	1	2	2	2
3	10	4063	2	38	2907	4	13	2687	2	2	7883	3	4	2545	4	20	2130	3	51	2013	2	55	2291	1	11	3349	4	3	4035	1	35	3181	4	41	2706	2	25	2156	3	47	4364	3	37	6285	2	36	4685	2	23	4487	3	40	4288	3	26	3296	1	16	3655	2	17	3238	3	8	3791	4	31	4543	4	7	4035	2	43	2418	3	50	3884	3	39	6329	2	44	4170	4	6	3934	3	24	2946	4	14	2871	4	32	2926	4	42	2351	4	54	4328	4	30	2164	4	46	2588	4	21	3624	2	1	10768	2	29	3670	3	33	4630	3	48	2224	2	18	5680	3	5	8111	4	27	4228	3	19	5638	2	9	3641	3	34	2262	2	52	3570	1	49	3994	4	56	2131	3	15	4257	4	22	2027	3	12	2052	4	53	3310	2	45	3662	4	28	1843	2	58	12393	1	60	4703	2	61	3181	2	59	6076	2	62	3725	2	57	5038	US	9	246	165	1	1	3	2	5	1	6	5	7	5	7	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	4	2	2	1	42	1	1	1	6	1	2	5	Family therapy	2	0	0	0	0	0	0	0	0
3	3	7224	3	27	1585	4	50	3328	3	17	3791	3	11	5662	2	37	1895	4	13	2167	4	39	1606	3	25	2056	3	52	2432	4	38	3072	3	18	1367	1	51	1855	3	2	3038	2	54	3296	4	55	3360	1	33	12680	2	42	2728	3	56	2343	2	10	2483	1	45	2696	2	12	1826	2	4	5511	3	47	2946	2	34	2888	2	36	2487	1	23	2344	3	20	2759	2	32	2153	1	35	2545	3	26	2767	2	6	8391	3	16	3831	2	46	3343	4	8	1927	3	5	2176	1	21	2225	2	24	3761	2	49	2936	4	28	2439	4	7	9208	2	1	3684	3	14	2664	3	31	1487	3	19	7016	3	29	1908	3	48	1776	3	53	3128	3	30	5608	3	41	3001	3	9	2697	4	44	2112	3	22	3111	2	15	7864	4	40	3865	3	43	1664	1	58	2727	2	57	7943	2	61	2752	2	60	4520	2	59	5024	1	62	3375	US	9	218	223	1	2	6	5	3	6	7	2	5	5	2	2	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	4	3	2	1	33	1	1	2	6	1	1	2	psychology	4	3	1	2	0	2	3	2	0
1	56	2929	1	11	3365	2	45	14395	4	37	3622	2	52	14365	3	53	3372	2	36	2383	2	10	3038	2	3	12488	1	8	2779	2	17	6107	3	13	2779	1	24	2924	3	28	12945	2	29	21593	4	47	3205	1	25	5435	3	15	2448	3	31	3560	2	50	4901	1	20	3527	4	14	3757	2	54	5577	4	48	2997	2	39	3075	2	16	7260	2	26	5890	2	21	11648	2	6	6536	3	27	2904	3	22	3365	3	40	4428	3	1	4966	2	12	10913	3	9	3021	2	49	4832	3	30	2728	1	32	6118	2	35	11231	2	19	5010	3	7	4013	3	42	3866	3	55	9617	3	34	4852	2	44	2859	4	43	4149	3	5	2683	2	2	21881	3	46	3305	2	41	2809	3	51	4216	2	38	14246	3	33	4358	3	18	3866	3	4	7691	2	23	2771	2	62	3303	2	61	3578	2	60	4291	1	59	2100	1	57	5360	2	58	2777	US	11	357	162	1	1	1	3	4	7	5	7	4	6	1	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	3	2	1	18	1	2	4	1	2	1	3		0	0	0	0	0	0	0	0	0
3	23	2165	4	19	1471	4	6	3564	3	48	2544	4	33	1280	4	22	1139	3	43	1432	3	28	2101	4	39	1807	4	36	2224	4	20	3222	3	29	2310	4	7	1130	4	32	3815	3	35	2943	2	42	5080	1	50	7088	3	8	3680	2	44	1967	2	17	4617	1	49	2271	2	26	2399	3	9	2376	2	13	4575	2	53	1287	2	37	5303	2	52	2296	4	10	2441	1	25	3135	3	14	2432	2	41	3560	4	30	2723	4	31	307656	2	34	4120	3	1	270367	4	16	1768	3	56	2271	4	18	3196	1	46	3265	2	5	5080	4	21	1215	3	15	9752	4	54	2096	4	27	1769	3	2	4160	4	24	1600	2	51	2219	3	3	4200	2	11	5655	3	47	3104	4	55	1416	4	45	2975	4	4	2241	3	38	2416	4	12	4456	4	40	1344	1	58	3751	1	61	3544	2	57	5024	2	60	3882	1	59	11500	1	62	3000	US	310	770	112	1	2	7	2	4	2	6	2	6	5	5	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	2	2	2	1	20	1	9	2	6	2	1	2	Journalism	3	0	0	0	0	0	0	0	0
2	43	2934	2	2	11566	4	42	6097	2	35	3048	1	10	3249	2	55	2134	3	36	17585	2	9	2751	1	27	9317	3	3	9018	4	16	4432	2	33	4968	2	49	3567	3	40	5164	2	45	4034	4	5	4100	2	22	4746	2	31	5117	1	26	3899	1	32	2650	1	54	3150	1	53	5464	3	34	6316	4	6	10583	2	50	2814	2	56	6235	1	21	5255	2	13	7367	1	37	2335	4	19	3951	3	1	11707	2	38	5837	4	48	2985	3	44	5266	2	18	4583	2	47	6914	2	17	11002	1	14	6334	2	28	6864	3	29	9467	3	12	11134	3	15	8865	4	52	2385	4	51	3601	3	41	12521	3	25	2533	2	4	6448	2	11	4449	1	30	3683	2	20	9115	3	7	5868	2	46	32467	2	39	2679	2	24	6350	4	23	8117	2	8	8548	1	62	4833	2	59	5082	2	58	3511	2	57	12153	2	60	12118	1	61	13984	US	7	415	288	1	1	2	6	2	2	6	6	2	6	5	2	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	2	2	2	1	30	1	12	1	7	2	1	2	Film	3	4	0	2	3	3	2	0	0
2	20	5141	2	44	4631	3	40	3445	4	7	6814	3	12	5960	3	31	6709	2	24	5097	2	21	4294	1	43	2660	2	29	5918	2	4	12171	1	32	5088	1	6	2493	3	28	7240	3	14	6344	3	46	7568	2	49	6432	2	56	3882	3	22	9665	2	9	3875	2	39	3461	2	50	2289	3	16	4968	3	52	3247	2	41	5535	2	17	6058	2	36	4288	2	8	3797	4	2	6323	1	11	3790	3	47	3377	3	23	4242	3	37	3496	3	55	3386	4	3	5261	3	45	2954	2	30	5902	3	25	5711	3	38	7204	2	15	4535	3	27	2892	2	33	4211	2	1	65905	2	53	5103	2	54	5321	3	13	2395	3	10	2417	2	48	3202	2	42	3615	3	26	2455	3	19	4761	2	18	4274	2	51	2112	3	35	6200	4	5	9852	3	34	3844	2	58	2883	2	59	6452	2	62	7871	1	57	3155	1	61	4361	2	60	3494	US	14	363	218	1	2	5	1	6	1	6	6	6	6	7	5	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	2	1	1	64	1	2	1	0	1	3	3	accounting	2	2	2	3	2	2	2	0	0
2	5	3364	2	42	2552	2	8	3518	3	33	5549	3	21	1631	3	20	1948	3	19	2831	3	15	3454	3	13	2000	2	53	8986	2	36	6087	3	24	5233	2	39	3768	3	51	8518	3	32	4552	4	50	8016	3	48	6420	4	27	1945	3	47	5900	2	43	8589	3	35	3879	4	22	2137	4	41	4116	4	7	4336	3	30	2600	3	4	7336	3	1	11036	3	28	4248	2	38	3882	1	3	2797	3	31	5098	2	26	4255	3	34	7357	2	52	5783	3	25	1816	2	37	3030	1	29	3619	2	18	6104	4	17	5299	2	55	5082	2	23	3050	2	2	7252	3	56	2702	4	40	3833	3	16	8649	4	45	2385	3	44	3044	4	46	4383	3	54	5501	3	9	4930	3	10	2788	3	11	3079	3	14	2217	3	12	8600	2	6	11736	4	49	1930	2	57	5134	2	60	8520	2	59	12768	1	62	3202	2	61	6016	2	58	4015	US	131	305	216	2	1	3	1	6	5	4	5	6	1	4	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	3	2	2	1	23	1	4	1	6	2	1	3	Anthropology	2	0	0	0	3	0	1	1	0
2	42	6722	3	6	1894	3	1	3211	3	48	1327	2	7	3018	3	12	2404	3	47	2141	3	18	1990	3	8	1821	3	49	1744	2	52	4508	3	22	1566	3	37	1653	3	25	2943	3	41	5635	2	24	5335	3	10	5380	2	32	3465	3	15	2428	2	38	2348	3	55	2517	2	26	2154	2	36	3010	3	46	2928	3	31	1781	3	28	2732	3	13	2665	3	29	2724	3	11	6686	3	20	7144	3	50	4672	3	34	1570	3	53	2222	3	30	2965	3	56	1571	3	43	1730	3	23	1983	3	9	5342	2	54	3150	3	5	5709	3	45	2014	3	16	3074	3	33	2636	3	21	2308	2	2	5553	2	4	3748	2	35	2665	2	27	3711	3	17	4238	3	3	2598	2	39	2733	2	19	2205	2	14	3001	3	51	4415	2	44	3747	3	40	1673	1	58	4575	1	61	3036	2	60	2670	2	59	2809	1	57	10853	1	62	2149	US	2	204	145	1	2	6	5	7	2	7	3	6	2	5	2	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	4	3	2	1	37	2	4	1	6	1	1	1	Liberal Arts	0	0	0	0	0	0	1	0	0
3	32	6900	3	1	8494	4	48	2499	4	26	4966	4	15	3735	4	5	4048	4	54	1982	4	52	1595	3	12	2549	4	2	2853	4	7	2950	4	18	1868	4	56	3181	2	20	5314	3	11	6365	1	10	2985	3	29	3883	2	49	2201	3	39	2332	3	8	4314	3	4	2565	4	47	2248	2	19	4817	3	22	2748	3	13	2584	2	36	5100	2	33	4213	3	50	4016	3	17	2332	2	41	2935	2	35	3983	3	14	4732	4	27	2082	3	55	3219	3	51	2353	4	44	1815	4	37	2266	4	53	7835	1	23	4501	2	40	2998	3	6	4669	3	42	6400	2	25	2801	3	3	4999	2	31	49885	1	30	2620	2	46	3301	2	9	5766	1	45	4317	2	24	6400	1	28	3418	1	21	3702	3	38	2135	1	43	2685	1	16	4718	1	34	2465	1	61	2516	1	57	3885	1	60	5233	1	58	5098	2	62	31869	1	59	2135	US	6	306	228	1	1	7	5	7	1	7	2	5	1	7	3	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	2	1	30	1	4	1	6	1	2	2	Global studies	0	0	0	0	0	0	2	0	0
